,last_name,first_name,full_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Legislator 305,Rubio,Marco,Marco Rubio,5/28/71,M,sen,FL,,Republican,http://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041,http://www.rubio.senate.gov/public/index.cfm/contact,http://www.rubio.senate.gov/public/?a=rss.feed,SenRubioPress,SenatorMarcoRubio,1.78911E+14,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,R000595,2084,N00030612,S350,87599,412491,1601,Marco Rubio,gIQA5xxt6O,41102,Marco Rubio
Legislator 306,Ruppersberger,C.,C. Ruppersberger,1/31/46,M,rep,MD,2,Democrat,http://ruppersberger.house.gov,2416 Rayburn HOB; Washington DC 20515-2002,202-225-3061,http://ruppersberger.house.gov/contact-dutch/email-dutch,http://dutch.house.gov/atom.xml,Call_Me_Dutch,1.85E+14,1.84757E+14,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,R000576,1728,N00025482,,49155,400349,36130,,gIQAUKkDAP,20329,Dutch Ruppersberger
Legislator 307,Rush,Bobby,Bobby Rush,11/23/46,M,rep,IL,1,Democrat,http://rush.house.gov,2188 Rayburn HOB; Washington DC 20515-1301,202-225-4372,https://rush.house.gov/contact-me/legislative-issues,http://rush.house.gov/rss.xml,RepBobbyRush,congressmanbobbyrush,2.30754E+14,CongressmanRush,UCbWqxBnS_w_uFTdQAL0YH5g,R000515,1003,N00004887,,26127,400350,26831,Bobby Rush,gIQAPjFgAP,29346,Bobby Rush
Legislator 308,Ryan,Paul,Paul Ryan,1/29/70,M,rep,WI,1,Republican,http://paulryan.house.gov,1233 Longworth HOB; Washington DC 20515-4901,202-225-3031,https://paulryan.house.gov/contact/email.htm#.U032ra1dU_d,http://paulryan.house.gov/news/rss.aspx,SpeakerRyan,speakerryan,9.24245E+14,reppaulryan,UC8nMpZAuz-gitzb2icE15Qw,R000570,1560,N00004357,,57970,400351,26344,Paul Ryan,gIQAUWiV9O,29939,Paul Ryan
Legislator 309,Ryan,Tim,Tim Ryan,7/16/73,M,rep,OH,13,Democrat,http://timryan.house.gov,1421 Longworth HOB; Washington DC 20515-3513,202-225-5261,http://timryanforms.house.gov/contact/,http://timryan.house.gov/rss.xml,RepTimRyan,timryan,1.2156E+11,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA,R000577,1756,N00025280,,1003608,400352,45638,Tim Ryan (Ohio),gIQAQAddKP,20343,Tim Ryan (politician)
Legislator 310,Sablan,Gregorio,Gregorio Sablan,1/19/55,M,rep,MP,0,Independent,http://sablan.house.gov,423 Cannon HOB; Washington DC 20515-5201,202-225-2646,http://sablan.house.gov/email-me,http://sablan.house.gov/rss.xml,,1.53E+11,1.53424E+11,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ,S001177,1962,N00030418,,1031366,412312,110903,,,,Gregorio Sablan
Legislator 311,Sanchez,Loretta,Loretta Sanchez,1/7/60,F,rep,CA,46,Democrat,http://lorettasanchez.house.gov,1211 Longworth HOB; Washington DC 20515-0546,202-225-2965,https://lorettasanchez.house.gov/contact-me/email-me,http://lorettasanchez.house.gov/rss.xml,LorettaSanchez,LorettaSanchez,90966961167,LorettaSanchezLive,UCsPNjUsu5AvCJnVrdW_XjwA,S000030,1522,N00008274,,45639,400356,203,,gIQAaQoGAP,29709,Loretta Sanchez
Legislator 312,Sarbanes,John,John Sarbanes,5/22/62,M,rep,MD,3,Democrat,https://sarbanes.house.gov,2444 Rayburn HOB; Washington DC 20515-2003,202-225-4016,http://sarbanes.house.gov/federal.asp,http://sarbanes.house.gov/rss_news.asp,RepSarbanes,RepSarbanes,,,,S001168,1854,N00027751,,1022884,412212,66575,,gIQA5SKbKP,20724,John Sarbanes
Legislator 313,Scalise,Steve,Steve Scalise,10/6/65,M,rep,LA,1,Republican,http://scalise.house.gov,2338 Rayburn HOB; Washington DC 20515-1801,202-225-3015,https://scalise.house.gov/contact-me/email-me,http://scalise.house.gov/rss.xml,SteveScalise,RepSteveScalise,50936151681,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,1892,N00009660,,1015311,412261,9026,Steve Scalise,gIQAxgVSKP,20759,Steve Scalise
Legislator 314,Schakowsky,Janice,Janice Schakowsky,5/26/44,F,rep,IL,9,Democrat,http://schakowsky.house.gov,2367 Rayburn HOB; Washington DC 20515-1309,202-225-2111,https://schakowsky.house.gov/write-to-congresswoman-jan-schakowsky,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,janschakowsky,1.60144E+11,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,S001145,1588,N00004724,,57874,400360,6387,Jan Schakowsky,gIQAOWtJAP,29911,Jan Schakowsky
Legislator 315,Schiff,Adam,Adam Schiff,6/22/60,M,rep,CA,28,Democrat,http://schiff.house.gov,2411 Rayburn HOB; Washington DC 20515-0528,202-225-4176,https://schiff.house.gov/contact,http://schiff.house.gov/common/rss/?rss=49,RepAdamSchiff,RepAdamSchiff,9086721830,adamschiff,UCadiUi-KZoFk1K5ZDsluLcA,S001150,1635,N00009585,,90167,400361,9489,Adam Schiff,gIQAdNd69O,20104,Adam Schiff
Legislator 316,Schrader,Kurt,Kurt Schrader,10/19/51,M,rep,OR,5,Democrat,http://schrader.house.gov,2431 Rayburn HOB; Washington DC 20515-3705,202-225-5711,https://schrader.house.gov/contact,http://schrader.house.gov/news/rss.aspx,RepSchrader,repschrader,94978896695,repkurtschrader,UCrWRXVaGJtcImc_kknuDsAw,S001180,1950,N00030071,,1031358,412315,10813,Kurt Schrader,gIQA4NoVBP,20944,Kurt Schrader
Legislator 317,Schumer,Charles,Charles Schumer,11/23/50,M,sen,NY,,Democrat,http://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,http://www.schumer.senate.gov/Contact/email-chuck,,SenSchumer,chuckschumer,15771239406,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,1036,N00001093,S270,5929,300087,26976,Chuck Schumer,gIQAOSQN9O,14858,Chuck Schumer
Legislator 318,Schweikert,David,David Schweikert,3/3/62,M,rep,AZ,6,Republican,http://schweikert.house.gov,409 Cannon HOB; Washington DC 20515-0306,202-225-2190,https://schweikert.house.gov/contact-form,http://schweikert.house.gov/rss/press-releases.xml,RepDavid,repdavidschweikert,1.50338E+14,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,1994,N00006460,,5205,412399,106387,David Schweikert,gIQAdnZVKP,21105,David Schweikert
Legislator 319,Scott,Austin,Austin Scott,12/10/69,M,rep,GA,8,Republican,http://austinscott.house.gov,2417 Rayburn HOB; Washington DC 20515-1008,202-225-6531,https://austinscott.house.gov/email-me/,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,AustinScottGA08,RepAustinScott,1.31178E+14,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,S001189,2009,N00032457,,623344,412417,11812,Austin Scott,gIQADLfVKP,21123,Austin Scott (politician)
Legislator 320,Scott,David,David Scott,6/27/45,M,rep,GA,13,Democrat,http://davidscott.house.gov,225 Cannon HOB; Washington DC 20515-1013,202-225-2939,https://davidscott.house.gov/contact/contactform.htm,http://davidscott.house.gov/news/rss.aspx,RepDavidScott,1.13E+11,1.13304E+11,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w,S001157,1722,N00024871,,1003567,400363,7826,David Scott (Georgia),gIQAoN2QAP,20321,David Scott (Georgia politician)
Legislator 321,Scott,Robert,Robert Scott,4/30/47,M,rep,VA,3,Democrat,http://bobbyscott.house.gov,1201 Longworth HOB; Washington DC 20515-4603,202-225-8351,https://bobbyscott.house.gov/contact/email-me,http://www.house.gov/index.php?format=feed&amp;type=rss,RepBobbyScott,CongressmanBobbyScott,1.23839E+14,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,S000185,1037,N00002147,,25888,400364,27117,Robert C. Scott,gIQAf8WlMP,39307,Bobby Scott (U.S. politician)
Legislator 322,Scott,Tim,Tim Scott,9/19/65,M,sen,SC,,Republican,http://www.scott.senate.gov,520 Hart Senate Office Building Washington DC 20510,202-224-6121,http://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,SenatorTimScott,1.63208E+14,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,S001184,2056,N00031782,S365,623506,412471,11940,Tim Scott,gIQAKxVWKP,21173,Tim Scott
Legislator 323,Sensenbrenner,F.,F. Sensenbrenner,6/14/43,M,rep,WI,5,Republican,http://sensenbrenner.house.gov,2449 Rayburn HOB; Washington DC 20515-4905,202-225-5101,http://sensenbrenner.house.gov/contact/email.htm,http://sensenbrenner.house.gov/news/rss.aspx,JimPressOffice,RepSensenbrenner,,RepSensenbrenner,UCUNfNsc2CVsqivJ2wThQF6A,S000244,1041,N00004291,,1507,400365,27142,Jim Sensenbrenner,gIQAk3QFAP,14657,Jim Sensenbrenner
Legislator 324,Serrano,José,José Serrano,10/24/43,M,rep,NY,15,Democrat,http://serrano.house.gov,2227 Rayburn HOB; Washington DC 20515-3215,202-225-4361,https://serrano.house.gov/contact-me/email-me,http://serrano.house.gov/rss.xml,RepJoseSerrano,RepJoseSerrano,2.73447E+11,,,S000248,1042,N00001813,,14306,400366,26981,,gIQAsIfJAP,29134,José E. Serrano
Legislator 325,Sessions,Pete,Pete Sessions,3/22/55,M,rep,TX,32,Republican,https://sessions.house.gov,2233 Rayburn HOB; Washington DC 20515-4332,202-225-2231,https://sessions.house.gov/index.cfm/contact-form,http://sessions.house.gov/?a=rss.feed,PeteSessions,petesessions,3.67964E+11,PeteSessions,UCDSBWdAlrCZq2W8P3wR_LCg,S000250,1525,N00005681,,36807,400367,288,Pete Sessions,gIQAabpX9O,29759,Pete Sessions
Legislator 326,Sewell,Terri,Terri Sewell,1/1/65,F,rep,AL,7,Democrat,https://sewell.house.gov,1133 Longworth HOB; Washington DC 20515-0107,202-225-2665,https://sewell.house.gov/email-me,http://sewell.house.gov/rss.xml,RepTerriSewell,RepSewell,1.17758E+14,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,S001185,1988,N00030622,,623257,412396,121621,Terri Sewell,gIQAsFMZKP,21102,Terri Sewell
Legislator 327,Shelby,Richard,Richard Shelby,5/6/34,M,sen,AL,,Republican,http://www.shelby.senate.gov,304 Russell Senate Office Building Washington DC 20510,202-224-5744,http://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,http://www.shelby.senate.gov/public/index.cfm/rss/feed,SenShelby,RichardShelby,50850514797,SenatorRichardShelby,UCyMzDCRZrmhr_OGDjVuAeJw,S000320,1049,N00009920,S184,1859,300089,53266,Richard Shelby,gIQARAfM9O,14659,Richard Shelby
Legislator 328,Sherman,Brad,Brad Sherman,10/24/54,M,rep,CA,30,Democrat,http://sherman.house.gov,2242 Rayburn HOB; Washington DC 20515-0530,202-225-5911,http://sherman.house.gov/contact/contact-congressman-sherman-form,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,BradSherman,63158229861,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,S000344,1526,N00006897,,45124,400371,142,,gIQAxbtdKP,29707,Brad Sherman
Legislator 329,Shimkus,John,John Shimkus,2/21/58,M,rep,IL,15,Republican,http://shimkus.house.gov,2217 Rayburn HOB; Washington DC 20515-1315,202-225-5271,https://shimkus.house.gov/contact/email-me,http://shimkus.house.gov/rss.xml,RepShimkus,repshimkus,1.23916E+14,repshimkus,UCVXSvuk-csQRKBI0oPzcEnw,S000364,1527,N00004961,,30623,400373,246,John M. Shimkus,gIQApUPnMP,29718,John Shimkus
Legislator 330,Shuster,Bill,Bill Shuster,1/10/61,M,rep,PA,9,Republican,http://shuster.house.gov,2268 Rayburn HOB; Washington DC 20515-3809,202-225-2431,http://shuster.house.gov/contact-form/,http://shuster.house.gov/common/rss//index.cfm?rss=49,RepBillShuster,Rep.Shuster,54386677806,repshuster,UCEfLAXoX-pV3ETccADGOdXg,S001154,1681,N00013770,,89108,409888,55693,,gIQAcujSAP,20134,Bill Shuster
Legislator 331,Simpson,Michael,Michael Simpson,9/8/50,M,rep,ID,2,Republican,http://simpson.house.gov,2312 Rayburn HOB; Washington DC 20515-1202,202-225-5531,http://simpson.house.gov/contact/,http://simpson.house.gov/news/rss.aspx,CongMikeSimpson,96007744606,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,S001148,1590,N00006263,,57889,400376,2917,Michael K. Simpson,gIQARxVLAP,29910,Mike Simpson
Legislator 332,Sires,Albio,Albio Sires,1/26/51,M,rep,NJ,8,Democrat,http://sires.house.gov,2342 Rayburn HOB; Washington DC 20515-3008,202-225-7919,https://sires.house.gov/contact-me/email-me,http://sires.house.gov/rss.xml,Rep_Albio_Sires,81058818750,81058818750,RepSiresNJ13,UCfdEcWPNGoIxpYoTANF4PBA,S001165,1818,N00027523,,1022293,412186,22510,Albio Sires,gIQADYaQAP,20542,Albio Sires
Legislator 333,Slaughter,Louise,Louise Slaughter,8/14/29,F,rep,NY,25,Democrat,https://louise.house.gov,2469 Rayburn HOB; Washington DC 20515-3225,202-225-3615,https://louise.house.gov/contact-louise,http://louise.house.gov/index.php?format=feed&amp;type=rss,LouiseSlaughter,RepLouiseSlaughter,82424647700,louiseslaughter,UCm9G5-ikIk62LgZxRnlB7fg,S000480,1069,N00001311,,1755,400378,26991,,gIQA2WJY9O,15444,Louise Slaughter
Legislator 334,Smith,Adam,Adam Smith,6/15/65,M,rep,WA,9,Democrat,https://adamsmith.house.gov,2264 Rayburn HOB; Washington DC 20515-4709,202-225-8901,https://adamsmith.house.gov/contact/contactform.htm,http://www.house.gov/news/rss.aspx,RepAdamSmith,RepAdamSmith,2.88587E+14,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,S000510,1528,N00007833,,44329,400379,845,Adam Smith,gIQAiu9RKP,29768,Adam Smith (politician)
Legislator 335,Smith,Adrian,Adrian Smith,12/19/70,M,rep,NE,3,Republican,http://adriansmith.house.gov,2241 Rayburn HOB; Washington DC 20515-2703,202-225-6435,https://adriansmith.house.gov/contact-me/email-me,http://adriansmith.house.gov/rss.xml,RepAdrianSmith,,,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,S001172,1860,N00027623,,1022845,412217,21284,Adrian Smith,gIQAJnjSAP,20729,Adrian Smith (politician)
Legislator 336,Smith,Christopher,Christopher Smith,3/4/53,M,rep,NJ,4,Republican,http://chrissmith.house.gov,2373 Rayburn HOB; Washington DC 20515-3004,202-225-3765,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov/news/rss.aspx,RepChrisSmith,RepChrisSmith,3.71622E+14,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,S000522,1071,N00009816,,6411,400380,26952,,gIQA3TasAP,14863,Chris Smith (New Jersey politician)
Legislator 337,Smith,Lamar,Lamar Smith,11/19/47,M,rep,TX,21,Republican,http://lamarsmith.house.gov,2409 Rayburn HOB; Washington DC 20515-4321,202-225-4236,http://lamarsmith.house.gov/contact/email-lamar,http://lamarsmith.house.gov/news/rss.aspx,LamarSmithTX21,LamarSmithTX21,1.07737E+11,lamarsmithtexas21,UCc2q5flh9dSoyg4W9osGW8Q,S000583,1075,N00001811,,8884,400381,27097,"Texas%27 21st congressional district elections, 2012",gIQA2CjGAP,15445,Lamar S. Smith
Legislator 338,Speier,Jackie,Jackie Speier,5/14/50,F,rep,CA,14,Democrat,http://speier.house.gov,2465 Rayburn HOB; Washington DC 20515-0514,202-225-3531,https://forms.house.gov/speier/webforms/email_jackie.shtml,http://speier.house.gov/index.php?format=feed&amp;type=rss,RepSpeier,JackieSpeier,99332606976,jackiespeierca12,UCevmyTb0HSO8irVaR2gYyoA,S001175,1890,N00029649,,1027627,412259,8425,,gIQAvManMP,20762,Jackie Speier
Legislator 339,Stivers,Steve,Steve Stivers,3/24/65,M,rep,OH,15,Republican,http://stivers.house.gov,1022 Longworth HOB; Washington DC 20515-3515,202-225-2015,https://stivers.house.gov/forms/writeyourrep/,http://stivers.house.gov/news/rss.aspx,RepSteveStivers,1.16E+14,1.16058E+14,RepSteveStivers,UCfZrE20pIcR-LeFUV7r2Ixw,S001187,2047,N00029574,,62320,412461,45333,Steve Stivers,gIQA88sTKP,21163,Steve Stivers
Legislator 340,Stutzman,Marlin,Marlin Stutzman,8/31/76,M,rep,IN,3,Republican,http://stutzman.house.gov,2418 Rayburn HOB; Washington DC 20515-1403,202-225-4436,http://stutzman.house.gov/contacts/new,http://stutzman.house.gov/press_releases.rss,RepStutzman,CongressmanMarlinStutzman,1.09067E+14,repstutzman,UC2B2GD4YKasXj4a9Hmbsylw,S001188,1981,N00030891,,9267685,412392,34230,Marlin Stutzman,gIQANwHaKP,21100,Marlin Stutzman
Legislator 341,Sánchez,Linda,Linda Sánchez,1/28/69,F,rep,CA,38,Democrat,https://lindasanchez.house.gov,2329 Rayburn HOB; Washington DC 20515-0538,202-225-6676,https://forms.house.gov/lindasanchez/webforms/issue_subscribe.htm,http://lindasanchez.house.gov/index.php?format=feed&amp;type=rss,RepLindaSanchez,CongresswomanLindaSanchez,1.10686E+14,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,S001156,1757,N00024870,,1003554,400355,29674,,gIQAqylHAP,20310,Linda Sánchez
Legislator 342,Thompson,Bennie,Bennie Thompson,1/28/48,M,rep,MS,2,Democrat,http://benniethompson.house.gov,2466 Rayburn HOB; Washington DC 20515-2402,202-225-5876,https://forms.house.gov/benniethompson/contact-form.shtml,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,BennieGThompson,7259193379,7259193379,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw,T000193,1151,N00003288,,7304,400402,26929,,gIQAfwiAAP,29368,Bennie Thompson
Legislator 343,Thompson,Mike,Mike Thompson,1/24/51,M,rep,CA,5,Democrat,http://mikethompson.house.gov,231 Cannon HOB; Washington DC 20515-0505,202-225-3311,https://mikethompson.house.gov/contact/email-me,http://mikethompson.house.gov/news/rss.aspx,RepThompson,RepMikeThompson,7109195747,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg,T000460,1593,N00007419,,57872,400403,3564,,gIQAxsgIAP,29901,Mike Thompson (California politician)
Legislator 344,Thompson,Glenn,Glenn Thompson,7/27/59,M,rep,PA,5,Republican,http://thompson.house.gov,124 Cannon HOB; Washington DC 20515-3805,202-225-5121,https://thompson.house.gov/contact-me/email-me,http://thompson.house.gov/rss.xml,CongressmanGT,CongressmanGT,14463006747,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,T000467,1952,N00029736,,1031359,412317,24046,,gIQAzSQNAP,20946,Glenn Thompson (politician)
Legislator 345,Thornberry,Mac,Mac Thornberry,7/15/58,M,rep,TX,13,Republican,http://thornberry.house.gov,2208 Rayburn HOB; Washington DC 20515-4313,202-225-3706,https://thornberry.house.gov/forms/writeyourrep/,,MacTXPress,repmacthornberry,7760165627,RepMacThornberry,UCIfCqubtIZnQDwDS8YNmL2A,T000238,1155,N00006052,,36814,400404,21706,Mac Thornberry,gIQAQXkDAP,29572,Mac Thornberry
Legislator 346,Thune,John,John Thune,1/7/61,M,sen,SD,,Republican,http://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,http://www.thune.senate.gov/public/index.cfm/contact,http://www.thune.senate.gov/public/index.cfm/rss/feed,SenJohnThune,,,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ,T000250,1534,N00004572,S303,45552,400546,398,John Thune,gIQAtDPp9O,29754,John Thune
Legislator 347,Tiberi,Patrick,Patrick Tiberi,10/21/62,M,rep,OH,12,Republican,http://tiberi.house.gov,1203 Longworth HOB; Washington DC 20515-3512,202-225-5355,https://tiberi.house.gov/contact/contactform.htm,http://tiberi.house.gov/news/rss.aspx,TiberiPress,RepPatTiberi,90452932937,PatTiberi,UCr9reyLip23im9SVDJ9IGAg,T000462,1664,N00009699,,88155,400406,8404,Patrick J. Tiberi,gIQAL5YWBP,20130,Pat Tiberi
Legislator 348,Tipton,Scott,Scott Tipton,11/9/56,M,rep,CO,3,Republican,http://tipton.house.gov,218 Cannon HOB; Washington DC 20515-0603,202-225-4761,https://tipton.house.gov/contact-me/email-me,http://tipton.house.gov/rss.xml,RepTipton,CongressmanScottTipton,1.91429E+14,RepScottTipton,UCh9ssh1dvzpr1HOWaFm8rcg,T000470,1997,N00027509,,60384,412405,65403,Scott Tipton,gIQAxnpVKP,21111,Scott Tipton
Legislator 349,Tonko,Paul,Paul Tonko,6/18/49,M,rep,NY,20,Democrat,http://tonko.house.gov,2463 Rayburn HOB; Washington DC 20515-3220,202-225-5076,https://tonko.house.gov/email-form1,http://tonko.house.gov/rss/press-releases.xml,RepPaulTonko,paul.tonko,30671144824,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,T000469,1942,N00030196,,1031353,412319,4403,,gIQA3w8MAP,20934,Paul D. Tonko
Legislator 350,Toomey,Patrick,Patrick Toomey,11/17/61,M,sen,PA,,Republican,http://www.toomey.senate.gov,248 Russell Senate Office Building Washington DC 20510,202-224-4254,http://www.toomey.senate.gov/?p=contact,http://toomey.senate.gov/rss/?p=hot_topic,SenToomey,senatortoomey,1.89274E+14,sentoomey,UCDUM4FFU1p-_YuHqmBglyXw,T000461,2085,N00001489,S351,7958,400408,24096,Pat Toomey,gIQARUpBAP,29935,Pat Toomey
Legislator 351,Tsongas,Niki,Niki Tsongas,4/26/46,F,rep,MA,3,Democrat,http://tsongas.house.gov,1714 Longworth HOB; Washington DC 20515-2103,202-225-3411,https://tsongas.house.gov/e-mail-niki/,http://tsongas.house.gov/rss/press-releases.xml,NikiInTheHouse,RepTsongas,1.3108E+14,RepTsongas,UCVyHRbyMpIF3_Xfl4LzumCA,T000465,1884,N00029026,,21764,412254,89417,Niki Tsongas,gIQA3UrNAP,20754,Niki Tsongas
Legislator 352,Turner,Michael,Michael Turner,1/11/60,M,rep,OH,10,Republican,https://turner.house.gov,2239 Rayburn HOB; Washington DC 20515-3510,202-225-6465,http://turner.house.gov/contact/,http://turner.house.gov/news/rss.aspx,RepMikeTurner,RepMikeTurner,9275036647,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,T000463,1741,N00025175,,1003607,400411,45519,Michael R. Turner,gIQAA2beKP,20342,Mike Turner
Legislator 353,Upton,Fred,Fred Upton,4/23/53,M,rep,MI,6,Republican,http://upton.house.gov,2183 Rayburn HOB; Washington DC 20515-2206,202-225-3761,http://upton.house.gov/contact/zipauth.htm,http://www.house.gov/news/rss.aspx,RepFredUpton,RepFredUpton,2.12027E+14,RepFredUpton,UCsN16IzEo4ViZNEMgeCrQ7w,U000031,1177,N00004133,,12127,400414,26906,Fred Upton,gIQATEgtAP,15446,Fred Upton
Legislator 354,Van Hollen,Chris,Chris Van Hollen,1/10/59,M,rep,MD,8,Democrat,https://vanhollen.house.gov,1707 Longworth HOB; Washington DC 20515-2008,202-225-5341,http://vanhollen.house.gov/contact/,http://vanhollen.house.gov/news/rss.aspx,ChrisVanHollen,chrisvanhollen,1.09304E+11,RepChrisVanHollen,UCkpfJWu1N9Okd6PE_NidtBQ,V000128,1729,N00013820,,20756,400415,6098,,gIQAPhsc9O,20330,Chris Van Hollen
Legislator 355,Velázquez,Nydia,Nydia Velázquez,3/28/53,F,rep,NY,7,Democrat,http://velazquez.house.gov,2302 Rayburn HOB; Washington DC 20515-3207,202-225-2361,http://velazquez.house.gov/IMA/issue_subscribe.shtml,,NydiaVelazquez,8037068318,8037068318,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg,V000081,1184,N00001102,,26160,400416,26975,,gIQAHvY09O,29378,Nydia Velázquez
Legislator 356,Visclosky,Peter,Peter Visclosky,8/13/49,M,rep,IN,1,Democrat,http://visclosky.house.gov,2328 Rayburn HOB; Washington DC 20515-1401,202-225-2461,https://visclosky.house.gov/contact-pete/email-pete,http://visclosky.house.gov/rss.xml,RepVisclosky,repvisclosky,1.18724E+14,PeteVisclosky1,UC9njNo6tTComo9Kn7imz7Mg,V000108,1188,N00003813,,6785,400417,26851,Peter J. Visclosky,gIQA8WtdKP,15124,Pete Visclosky
